#pacId	locusName	transcriptName	peptideName	Pfam	Panther	ec	KOG	KO	GO	Best-hit-arabi-name	Best-hit-arabi-defline	Best-hit-rice-name	Best-hit-rice-defline
PAC:30791500	Cre04.g214700	Cre04.g214700.t1.1	Cre04.g214700.t1.1		PTHR12406 PTHR12406:SF27				GO:0005515 GO:0008152				
PAC:30791069	Cre04.g214750	Cre04.g214750.t1.1	Cre04.g214750.t1.1	PF00957	PTHR21136 PTHR21136:SF86				GO:0016021 GO:0016192				
PAC:30791591	Cre04.g214769	Cre04.g214769.t1.1	Cre04.g214769.t1.1										
PAC:30791175	Cre04.g214800	Cre04.g214800.t1.2	Cre04.g214800.t1.2	PF00957					GO:0016021 GO:0016192				
PAC:30791262	Cre04.g214801	Cre04.g214801.t1.1	Cre04.g214801.t1.1										
PAC:30791263	Cre04.g214801	Cre04.g214801.t2.1	Cre04.g214801.t2.1										
PAC:30791264	Cre04.g214801	Cre04.g214801.t3.1	Cre04.g214801.t3.1										
PAC:30791433	Cre04.g214850	Cre04.g214850.t1.2	Cre04.g214850.t1.2						GO:0005515 GO:0042309 GO:0050825 GO:0050826				
PAC:30791332	Cre04.g214900	Cre04.g214900.t1.1	Cre04.g214900.t1.1										
PAC:30791462	Cre04.g215000	Cre04.g215000.t1.2	Cre04.g215000.t1.2	PF00487			KOG2987		GO:0006629 GO:0042309 GO:0050825 GO:0050826				
PAC:30791568	Cre04.g215001	Cre04.g215001.t1.1	Cre04.g215001.t1.1										
PAC:30791569	Cre04.g215001	Cre04.g215001.t2.1	Cre04.g215001.t2.1										
PAC:30791351	Cre04.g215050	Cre04.g215050.t1.2	Cre04.g215050.t1.2	PF04116	PTHR31899 PTHR31899:SF1	EC:1.14.13.129		K15746	GO:0005506 GO:0005507 GO:0006633 GO:0008131 GO:0009308 GO:0016491 GO:0048038 GO:0055114	AT4G25700	beta-hydroxylase 1	LOC_Os03g03370	fatty acid hydroxylase, putative, expressed
PAC:30791190	Cre04.g215100	Cre04.g215100.t1.1	Cre04.g215100.t1.1										
PAC:30791328	Cre04.g215150	Cre04.g215150.t1.2	Cre04.g215150.t1.2	PF08323 PF13692	PTHR12526 PTHR12526:SF337	EC:2.4.1.21		K00703	GO:0004373 GO:0009011 GO:0009250			LOC_Os06g06560	starch synthase, putative, expressed
PAC:30791329	Cre04.g215150	Cre04.g215150.t2.1	Cre04.g215150.t2.1	PF00534 PF08323	PTHR12526 PTHR12526:SF337	EC:2.4.1.21		K00703	GO:0004373 GO:0009011 GO:0009250			LOC_Os06g06560	starch synthase, putative, expressed
PAC:30791248	Cre04.g215200	Cre04.g215200.t1.2	Cre04.g215200.t1.2										
PAC:30791188	Cre04.g215250	Cre04.g215250.t1.1	Cre04.g215250.t1.1	PF12796	PTHR24198				GO:0005515				
PAC:30791077	Cre04.g215350	Cre04.g215350.t1.1	Cre04.g215350.t1.1	PF00400	PTHR22847 PTHR22847:SF467		KOG0315	K14552	GO:0005515	AT2G18900	Transducin/WD40 repeat-like superfamily protein	LOC_Os12g41620	WD domain, G-beta repeat domain containing protein, expressed
PAC:30791004	Cre04.g215400	Cre04.g215400.t1.2	Cre04.g215400.t1.2	PF01636	PTHR10566 PTHR10566:SF86	EC:3.6.3.46	KOG1234	K08869	GO:0004672 GO:0005524 GO:0006468	AT3G24190	Protein kinase superfamily protein	LOC_Os02g57160	ELMO/CED-12 family protein, putative, expressed
PAC:30791582	Cre04.g215450	Cre04.g215450.t1.2	Cre04.g215450.t1.2	PF00651	PTHR26379				GO:0003677 GO:0005515			LOC_Os06g21330	ABB1 - Ankyrin repeat region with 2 Bric-a-Brac, Tramtrack, Broad Complex BTB domains, expressed
PAC:30791492	Cre04.g215500	Cre04.g215500.t1.2	Cre04.g215500.t1.2	PF09735									
PAC:30791396	Cre04.g215550	Cre04.g215550.t1.2	Cre04.g215550.t1.2						GO:0016810				
PAC:30791365	Cre04.g215600	Cre04.g215600.t1.2	Cre04.g215600.t1.2	PF05724	PTHR32183 PTHR32183:SF6	EC:2.1.1.165			GO:0008757	AT2G43940	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	LOC_Os06g06040	expressed protein
PAC:30791366	Cre04.g215600	Cre04.g215600.t2.1	Cre04.g215600.t2.1	PF05724	PTHR32183 PTHR32183:SF6	EC:2.1.1.165			GO:0008757	AT2G43940	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	LOC_Os06g06040	expressed protein
PAC:30791274	Cre04.g215650	Cre04.g215650.t1.1	Cre04.g215650.t1.1	PF08743	PTHR16140		KOG2866		GO:0005634 GO:0006281 GO:0030915	AT3G20760	Nse4, component of Smc5/6 DNA repair complex	LOC_Os02g10090	expressed protein
PAC:30791087	Cre04.g215700	Cre04.g215700.t1.2	Cre04.g215700.t1.2	PF07699	PTHR22727								
PAC:30791015	Cre04.g215702	Cre04.g215702.t1.1	Cre04.g215702.t1.1										
PAC:30791068	Cre04.g215750	Cre04.g215750.t1.2	Cre04.g215750.t1.2	PF00400	PTHR10971		KOG1036	K02180	GO:0005515	AT3G19590	Transducin/WD40 repeat-like superfamily protein	LOC_Os03g33580	mitotic checkpoint protein, putative, expressed
PAC:30790989	Cre04.g215800	Cre04.g215800.t1.1	Cre04.g215800.t1.1	PF08457									
PAC:30791448	Cre04.g215850	Cre04.g215850.t1.2	Cre04.g215850.t1.2	PF00514 PF01749 PF16186	PTHR23316				GO:0005488 GO:0005515 GO:0005634 GO:0005643 GO:0005737 GO:0006606 GO:0006886 GO:0008565	AT3G06720	importin alpha isoform 1	LOC_Os01g14950	importin subunit alpha, putative, expressed
PAC:30791612	Cre04.g215900	Cre04.g215900.t1.1	Cre04.g215900.t1.1	PF07699	PTHR22727								
PAC:30791372	Cre04.g215950	Cre04.g215950.t1.1	Cre04.g215950.t1.1	PF00160	PTHR11071 PTHR11071:SF152	EC:5.2.1.8	KOG0881	K12737	GO:0000413 GO:0003755 GO:0006457	AT4G33060	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein	LOC_Os01g40050	peptidyl-prolyl cis-trans isomerase, putative, expressed
PAC:30791298	Cre04.g215952	Cre04.g215952.t1.1	Cre04.g215952.t1.1										
PAC:30791130	Cre04.g216000	Cre04.g216000.t1.2	Cre04.g216000.t1.2										
PAC:30791135	Cre04.g216050	Cre04.g216050.t1.1	Cre04.g216050.t1.1	PF08263 PF13855	PTHR27000 PTHR27000:SF160	EC:2.7.11.1	KOG0472		GO:0005515				
PAC:30791400	Cre04.g216100	Cre04.g216100.t1.1	Cre04.g216100.t1.1	PF00903	PTHR10374 PTHR10374:SF8	EC:4.4.1.5	KOG2944	K01759	GO:0004462 GO:0046872	AT1G08110	lactoylglutathione lyase family protein / glyoxalase I family protein	LOC_Os05g22970	glyoxalase family protein, putative, expressed
PAC:30791313	Cre04.g216102	Cre04.g216102.t1.1	Cre04.g216102.t1.1										
PAC:30791526	Cre04.g216150	Cre04.g216150.t1.2	Cre04.g216150.t1.2	PF05250	PTHR28348								
PAC:30791209	Cre04.g216200	Cre04.g216200.t1.2	Cre04.g216200.t1.2	PF00010	PTHR31096				GO:0006355 GO:0008152 GO:0016597 GO:0030528 GO:0046983			LOC_Os02g46560	helix-loop-helix DNA-binding protein, putative, expressed
PAC:30791167	Cre04.g216203	Cre04.g216203.t1.1	Cre04.g216203.t1.1										
PAC:30791598	Cre04.g216204	Cre04.g216204.t1.1	Cre04.g216204.t1.1	PF00010	PTHR31096				GO:0006355 GO:0008152 GO:0016597 GO:0030528 GO:0046983			LOC_Os02g46560	helix-loop-helix DNA-binding protein, putative, expressed
PAC:30791305	Cre04.g216250	Cre04.g216250.t1.2	Cre04.g216250.t1.2										
PAC:30791377	Cre04.g216300	Cre04.g216300.t1.2	Cre04.g216300.t1.2	PF16093	PTHR33559			K11878		AT1G48170	(1 of 1) PF16093 - Proteasome assembly chaperone 4 (PAC4)	LOC_Os12g08230	expressed protein
PAC:30791473	Cre04.g216350	Cre04.g216350.t1.2	Cre04.g216350.t1.2	PF00248	PTHR11732 PTHR11732:SF248	EC:1.1.1.65	KOG1575	K05275	GO:0016491 GO:0055114	AT5G53580	NAD(P)-linked oxidoreductase superfamily protein	LOC_Os10g37330	oxidoreductase, aldo/keto reductase family protein, putative, expressed
PAC:30791600	Cre04.g216500	Cre04.g216500.t1.1	Cre04.g216500.t1.1										
PAC:30791455	Cre04.g216550	Cre04.g216550.t1.2	Cre04.g216550.t1.2										
PAC:30791032	Cre04.g216600	Cre04.g216600.t1.2	Cre04.g216600.t1.2	PF07724	PTHR23073 PTHR23073:SF12	EC:3.4.25.1		K03066	GO:0000166 GO:0005524 GO:0005737 GO:0016787 GO:0017111 GO:0030163	AT5G19990	regulatory particle triple-A ATPase 6A	LOC_Os02g11050	26S protease regulatory subunit, putative, expressed
PAC:30791026	Cre04.g216650	Cre04.g216650.t1.1	Cre04.g216650.t1.1	PF01947									
PAC:30791164	Cre04.g216700	Cre04.g216700.t1.2	Cre04.g216700.t1.2	PF05787		EC:3.1.3.1			GO:0005515				
PAC:30791445	Cre04.g216737	Cre04.g216737.t1.1	Cre04.g216737.t1.1			EC:2.7.11.1							
PAC:30791337	Cre04.g216774	Cre04.g216774.t1.1	Cre04.g216774.t1.1										
PAC:30791518	Cre04.g216811	Cre04.g216811.t1.2	Cre04.g216811.t1.2										
PAC:30791520	Cre04.g216826	Cre04.g216826.t1.2	Cre04.g216826.t1.2						GO:0042309 GO:0050825 GO:0050826				
PAC:30791521	Cre04.g216826	Cre04.g216826.t2.1	Cre04.g216826.t2.1										
PAC:30791522	Cre04.g216826	Cre04.g216826.t3.1	Cre04.g216826.t3.1										
PAC:30791444	Cre04.g216840	Cre04.g216840.t1.1	Cre04.g216840.t1.1										
PAC:30791599	Cre04.g216850	Cre04.g216850.t1.2	Cre04.g216850.t1.2	PF00091 PF03953	PTHR11588 PTHR11588:SF101			K07374	GO:0003924 GO:0005198 GO:0005200 GO:0005525 GO:0005874 GO:0006184 GO:0007017 GO:0007018 GO:0043234 GO:0051258	AT1G04820	tubulin alpha-4 chain	LOC_Os11g14220	tubulin/FtsZ domain containing protein, putative, expressed
PAC:30791352	Cre04.g216875	Cre04.g216875.t1.1	Cre04.g216875.t1.1										
PAC:30791151	Cre04.g216902	Cre04.g216902.t1.1	Cre04.g216902.t1.1	PF00400	PTHR22847 PTHR22847:SF464		KOG0295		GO:0005515				
PAC:30791152	Cre04.g216902	Cre04.g216902.t2.1	Cre04.g216902.t2.1	PF00400	PTHR22847 PTHR22847:SF464		KOG0285 KOG0295		GO:0005515				
PAC:30791398	Cre04.g216950	Cre04.g216950.t1.2	Cre04.g216950.t1.2	PF00108 PF08541	PTHR18919 PTHR18919:SF90	EC:2.3.1.180		K00648	GO:0003824 GO:0004315 GO:0006633 GO:0008152 GO:0008610 GO:0016747	AT1G62640	3-ketoacyl-acyl carrier protein synthase III	LOC_Os04g55060	3-oxoacyl-synthase III, chloroplast precursor, putative, expressed
PAC:30791207	Cre04.g216976	Cre04.g216976.t1.1	Cre04.g216976.t1.1										
PAC:30791178	Cre04.g217000	Cre04.g217000.t1.1	Cre04.g217000.t1.1										
PAC:30791090	Cre04.g217050	Cre04.g217050.t1.1	Cre04.g217050.t1.1										
PAC:30791003	Cre04.g217100	Cre04.g217100.t1.1	Cre04.g217100.t1.1			EC:2.7.11.1							
PAC:30791271	Cre04.g217150	Cre04.g217150.t1.1	Cre04.g217150.t1.1			EC:2.1.1.43							
PAC:30791196	Cre04.g217200	Cre04.g217200.t1.1	Cre04.g217200.t1.1						GO:0042309 GO:0050825 GO:0050826				
PAC:30791409	Cre04.g217220	Cre04.g217220.t1.1	Cre04.g217220.t1.1										
PAC:30791410	Cre04.g217220	Cre04.g217220.t2.1	Cre04.g217220.t2.1										
PAC:30791411	Cre04.g217220	Cre04.g217220.t3.1	Cre04.g217220.t3.1										
PAC:30791303	Cre04.g217240	Cre04.g217240.t1.1	Cre04.g217240.t1.1										
PAC:30791205	Cre04.g217300	Cre04.g217300.t1.2	Cre04.g217300.t1.2										
PAC:30791434	Cre04.g217350	Cre04.g217350.t1.2	Cre04.g217350.t1.2	PF02705	PTHR30540 PTHR30540:SF7			K03549	GO:0015079 GO:0016020 GO:0071805	AT3G02050	K+ uptake transporter 3	LOC_Os02g31940	potassium transporter, putative, expressed
PAC:30791147	Cre04.g217400	Cre04.g217400.t1.2	Cre04.g217400.t1.2										
PAC:30791217	Cre04.g217450	Cre04.g217450.t1.1	Cre04.g217450.t1.1	PF04979	PTHR12398				GO:0004864 GO:0009966 GO:0043666	AT5G52200	phosphoprotein phosphatase inhibitors		
PAC:30791289	Cre04.g217500	Cre04.g217500.t1.2	Cre04.g217500.t1.2	PF01156	PTHR12304 PTHR12304:SF4	EC:3.2.2.1			GO:0042309 GO:0050825 GO:0050826				
PAC:30791382	Cre04.g217550	Cre04.g217550.t1.1	Cre04.g217550.t1.1	PF01399 PF05470	PTHR13937 PTHR13937:SF0			K03252	GO:0003743 GO:0005515 GO:0005852 GO:0006413 GO:0031369	AT3G56150	eukaryotic translation initiation factor 3C	LOC_Os07g03230	eukaryotic translation initiation factor 3 subunit C, putative, expressed
PAC:30791242	Cre04.g217650	Cre04.g217650.t1.2	Cre04.g217650.t1.2										
PAC:30791324	Cre04.g217700	Cre04.g217700.t1.1	Cre04.g217700.t1.1	PF00069		EC:2.7.11.1			GO:0004672 GO:0005524 GO:0006468				
PAC:30791325	Cre04.g217700	Cre04.g217700.t2.1	Cre04.g217700.t2.1	PF00069		EC:2.7.11.1			GO:0004672 GO:0005524 GO:0006468				
PAC:30791183	Cre04.g217750	Cre04.g217750.t1.1	Cre04.g217750.t1.1	PF00400	PTHR16017 PTHR16017:SF0		KOG0772		GO:0005515	AT2G20330	Transducin/WD40 repeat-like superfamily protein	LOC_Os10g32710	WD domain, G-beta repeat domain containing protein, expressed
PAC:30791260	Cre04.g217800	Cre04.g217800.t1.1	Cre04.g217800.t1.1										
PAC:30791368	Cre04.g217850	Cre04.g217850.t1.1	Cre04.g217850.t1.1	PF00005 PF01061	PTHR19241		KOG0061		GO:0000166 GO:0005524 GO:0016020 GO:0016887 GO:0017111 GO:0042309 GO:0050825 GO:0050826				
PAC:30791512	Cre04.g217900	Cre04.g217900.t1.2	Cre04.g217900.t1.2										
PAC:30791001	Cre04.g217903	Cre04.g217903.t1.1	Cre04.g217903.t1.1	PF01844	PTHR33877 PTHR33877:SF2				GO:0003676 GO:0004519	AT2G23840	HNH endonuclease	LOC_Os07g07480	HNH endonuclease domain-containing protein, putative, expressed
PAC:30791072	Cre04.g217904	Cre04.g217904.t1.1	Cre04.g217904.t1.1						GO:0042309 GO:0050825 GO:0050826				
PAC:30791357	Cre04.g217905	Cre04.g217905.t1.1	Cre04.g217905.t1.1										
PAC:30791381	Cre04.g217906	Cre04.g217906.t1.1	Cre04.g217906.t1.1	PF09801	PTHR12952 PTHR12952:SF1								
PAC:30791137	Cre04.g217907	Cre04.g217907.t1.1	Cre04.g217907.t1.1										
PAC:30791256	Cre04.g217908	Cre04.g217908.t1.1	Cre04.g217908.t1.1	PF12796 PF13637	PTHR24133 PTHR24133:SF21		KOG0508 KOG0512 KOG4412		GO:0005515				
PAC:30791093	Cre04.g217909	Cre04.g217909.t1.1	Cre04.g217909.t1.1										
PAC:30791020	Cre04.g217910	Cre04.g217910.t1.1	Cre04.g217910.t1.1	PF00581	PTHR12231		KOG1530						
PAC:30791272	Cre04.g217911	Cre04.g217911.t1.1	Cre04.g217911.t1.1		PTHR33129 PTHR33129:SF2								
PAC:30791169	Cre04.g217912	Cre04.g217912.t1.1	Cre04.g217912.t1.1	PF09764	PTHR13035 PTHR13035:SF0				GO:0016811	AT2G41760	(1 of 1) PTHR13035:SF0 - PROTEIN N-TERMINAL GLUTAMINE AMIDOHYDROLASE	LOC_Os05g32190	tungus CG8253-PA, putative, expressed
PAC:30791399	Cre04.g217913	Cre04.g217913.t1.1	Cre04.g217913.t1.1	PF00153	PTHR24089 PTHR24089:SF133		KOG0764	K15115				LOC_Os01g32980	mitochondrial carrier protein, putative, expressed
PAC:30791574	Cre04.g217914	Cre04.g217914.t1.1	Cre04.g217914.t1.1	PF00400	PTHR32215		KOG2106		GO:0005515				
PAC:30791575	Cre04.g217914	Cre04.g217914.t2.1	Cre04.g217914.t2.1	PF00400	PTHR32215		KOG2106		GO:0005515				
PAC:30791282	Cre04.g217915	Cre04.g217915.t1.1	Cre04.g217915.t1.1	PF01226	PTHR30520 PTHR30520:SF0				GO:0005215 GO:0006810 GO:0016020				
PAC:30791355	Cre04.g217916	Cre04.g217916.t1.1	Cre04.g217916.t1.1	PF00248	PTHR11732		KOG1575		GO:0006813 GO:0016491 GO:0055085 GO:0055114	AT1G04690	potassium channel beta subunit 1	LOC_Os02g57240	oxidoreductase, aldo/keto reductase family protein, putative, expressed
PAC:30791356	Cre04.g217916	Cre04.g217916.t2.1	Cre04.g217916.t2.1	PF00248	PTHR11732		KOG1575		GO:0006813 GO:0016491 GO:0055085 GO:0055114	AT1G04690	potassium channel beta subunit 1	LOC_Os02g57240	oxidoreductase, aldo/keto reductase family protein, putative, expressed
PAC:30791099	Cre04.g217917	Cre04.g217917.t1.1	Cre04.g217917.t1.1						GO:0003677 GO:0006355				
PAC:30791200	Cre04.g217918	Cre04.g217918.t1.1	Cre04.g217918.t1.1										
PAC:30791199	Cre04.g217918	Cre04.g217918.t2.1	Cre04.g217918.t2.1										
PAC:30791379	Cre04.g217919	Cre04.g217919.t1.1	Cre04.g217919.t1.1										
PAC:30791293	Cre04.g217920	Cre04.g217920.t1.1	Cre04.g217920.t1.1	PF01753	PTHR32523 PTHR32523:SF8	EC:3.4.19.12			GO:0008270				
PAC:30791161	Cre04.g217921	Cre04.g217921.t1.1	Cre04.g217921.t1.1	PF07718 PF13646 PF14806	PTHR10635			K17301	GO:0005198 GO:0005488 GO:0005737 GO:0006886 GO:0016192 GO:0016491 GO:0030126 GO:0046872 GO:0055114	AT4G31480	Coatomer, beta subunit	LOC_Os01g17430	coatomer subunit beta-1, putative, expressed
PAC:30791261	Cre04.g217922	Cre04.g217922.t1.1	Cre04.g217922.t1.1	PF13639	PTHR22763 PTHR22763:SF25			K10601	GO:0005515 GO:0008270				
PAC:30791389	Cre04.g217923	Cre04.g217923.t1.1	Cre04.g217923.t1.1	PF00069	PTHR24362	EC:2.7.11.1			GO:0004672 GO:0004713 GO:0005524 GO:0006468				
PAC:30791474	Cre04.g217924	Cre04.g217924.t1.1	Cre04.g217924.t1.1		PTHR11351 PTHR11351:SF2								
PAC:30791002	Cre04.g217925	Cre04.g217925.t1.1	Cre04.g217925.t1.1		PTHR23244 PTHR23244:SF304				GO:0005515				
PAC:30791555	Cre04.g217926	Cre04.g217926.t1.1	Cre04.g217926.t1.1										
PAC:30791535	Cre04.g217927	Cre04.g217927.t1.1	Cre04.g217927.t1.1										
PAC:30791427	Cre04.g217928	Cre04.g217928.t1.1	Cre04.g217928.t1.1	PF00069	PTHR24362	EC:2.7.11.1			GO:0004672 GO:0004713 GO:0005524 GO:0006468				
PAC:30791104	Cre04.g217929	Cre04.g217929.t1.1	Cre04.g217929.t1.1	PF00173 PF00174 PF03404	PTHR19372 PTHR19372:SF7	EC:1.8.2.1 EC:1.8.3.1		K00387	GO:0016491 GO:0020037 GO:0030151 GO:0042128 GO:0046872 GO:0055114	AT3G01910	sulfite oxidase	LOC_Os08g41830	sulfite oxidase, putative, expressed
PAC:30791529	Cre04.g217930	Cre04.g217930.t1.1	Cre04.g217930.t1.1	PF06911	PTHR21068					AT4G35985	Senescence/dehydration-associated protein-related	LOC_Os06g50330	senescence-associated protein, putative, expressed
PAC:30791530	Cre04.g217930	Cre04.g217930.t2.1	Cre04.g217930.t2.1	PF06911	PTHR21068					AT4G35985	Senescence/dehydration-associated protein-related	LOC_Os06g50330	senescence-associated protein, putative, expressed
PAC:30791044	Cre04.g217931	Cre04.g217931.t1.1	Cre04.g217931.t1.1	PF01549 PF13640	PTHR10869 PTHR10869:SF71	EC:1.14.11.2		K00472	GO:0016491 GO:0055114				
PAC:30790977	Cre04.g217932	Cre04.g217932.t1.1	Cre04.g217932.t1.1	PF01632	PTHR33343			K02916	GO:0003735 GO:0005622 GO:0005840 GO:0006412	AT2G24090	Ribosomal protein L35	LOC_Os06g43900	ribosomal protein L35, putative, expressed
PAC:30791584	Cre04.g217933	Cre04.g217933.t1.1	Cre04.g217933.t1.1										
PAC:30791483	Cre04.g217934	Cre04.g217934.t1.1	Cre04.g217934.t1.1	PF00156	PTHR22573 PTHR22573:SF9	EC:2.4.2.8		K07101	GO:0009116				
PAC:30791378	Cre04.g217935	Cre04.g217935.t1.1	Cre04.g217935.t1.1	PF13001	PTHR23346 PTHR23346:SF19		KOG0915	K11886	GO:0005488	AT2G26780	ARM repeat superfamily protein	LOC_Os11g04220	HEAT repeat family protein, putative, expressed
PAC:30791533	Cre04.g217936	Cre04.g217936.t1.1	Cre04.g217936.t1.1										
PAC:30791125	Cre04.g217937	Cre04.g217937.t1.1	Cre04.g217937.t1.1										
PAC:30791417	Cre04.g217938	Cre04.g217938.t1.1	Cre04.g217938.t1.1	PF00612	PTHR23244 PTHR23244:SF304				GO:0005515	AT5G50310	Galactose oxidase/kelch repeat superfamily protein	LOC_Os04g40740	kelch repeat protein, putative, expressed
PAC:30791320	Cre04.g217939	Cre04.g217939.t1.1	Cre04.g217939.t1.1		PTHR11351 PTHR11351:SF2								
PAC:30791418	Cre04.g217940	Cre04.g217940.t1.1	Cre04.g217940.t1.1	PF00069	PTHR24362	EC:2.7.11.1			GO:0004672 GO:0004713 GO:0005524 GO:0006468				
PAC:30791485	Cre04.g217941	Cre04.g217941.t1.1	Cre04.g217941.t1.1		PTHR12176	EC:3.4.24.71							
PAC:30791412	Cre04.g217942	Cre04.g217942.t1.1	Cre04.g217942.t1.1		PTHR11351 PTHR11351:SF2				GO:0005488				
PAC:30791017	Cre04.g217943	Cre04.g217943.t1.1	Cre04.g217943.t1.1	PF00069	PTHR24362	EC:2.7.11.1			GO:0004672 GO:0004713 GO:0005524 GO:0006468				
PAC:30791590	Cre04.g217944	Cre04.g217944.t1.1	Cre04.g217944.t1.1		PTHR12176	EC:3.4.24.71							
PAC:30791403	Cre04.g217945	Cre04.g217945.t1.1	Cre04.g217945.t1.1	PF00487	PTHR11351 PTHR11351:SF2		KOG1600	K00507	GO:0006629 GO:0016717 GO:0055114				
PAC:30791404	Cre04.g217945	Cre04.g217945.t2.1	Cre04.g217945.t2.1	PF00487	PTHR11351 PTHR11351:SF2		KOG1600	K00507	GO:0006629 GO:0016717 GO:0055114				
PAC:30791405	Cre04.g217945	Cre04.g217945.t3.1	Cre04.g217945.t3.1	PF00487	PTHR11351 PTHR11351:SF2		KOG1600	K00507	GO:0006629 GO:0016717 GO:0055114				
PAC:30791162	Cre04.g217946	Cre04.g217946.t1.1	Cre04.g217946.t1.1	PF00293	PTHR22769 PTHR22769:SF35	EC:3.6.1.55			GO:0016787				
PAC:30791581	Cre04.g217947	Cre04.g217947.t1.1	Cre04.g217947.t1.1										
PAC:30791340	Cre04.g217948	Cre04.g217948.t1.1	Cre04.g217948.t1.1										
PAC:30791341	Cre04.g217948	Cre04.g217948.t2.1	Cre04.g217948.t2.1										
PAC:30791198	Cre04.g217949	Cre04.g217949.t1.1	Cre04.g217949.t1.1	PF03407	PTHR10994 PTHR10994:SF61	EC:2.4.1.37			GO:0005509 GO:0005783				
PAC:30791484	Cre04.g217950	Cre04.g217950.t1.2	Cre04.g217950.t1.2	PF00069	PTHR24349	EC:2.7.11.17	KOG0032		GO:0004672 GO:0004713 GO:0005524 GO:0006468				
PAC:30791155	Cre04.g217951	Cre04.g217951.t1.1	Cre04.g217951.t1.1										
PAC:30791157	Cre04.g217952	Cre04.g217952.t1.1	Cre04.g217952.t1.1	PF13913	PTHR13555 PTHR13555:SF5								
PAC:30791158	Cre04.g217952	Cre04.g217952.t2.1	Cre04.g217952.t2.1	PF13913	PTHR13555 PTHR13555:SF5								
PAC:30790980	Cre04.g217953	Cre04.g217953.t1.1	Cre04.g217953.t1.1	PF00076	PTHR15241 PTHR15241:SF0				GO:0000166 GO:0003676				
PAC:30791589	Cre04.g217954	Cre04.g217954.t1.1	Cre04.g217954.t1.1	PF00122 PF00689 PF00690 PF00702 PF08282 PF13246	PTHR24093 PTHR24093:SF339	EC:3.6.3.8	KOG0204	K05850	GO:0000166 GO:0005524 GO:0006754 GO:0006812 GO:0015662 GO:0016020 GO:0016021 GO:0046872				
PAC:30791587	Cre04.g217955	Cre04.g217955.t1.1	Cre04.g217955.t1.1	PF00702	PTHR10000 PTHR10000:SF7	EC:3.1.3.3	KOG1615	K01079	GO:0004647 GO:0006564 GO:0008152 GO:0016791	AT1G18640	3-phosphoserine phosphatase	LOC_Os11g41160	phosphoserine phosphatase, chloroplast precursor, putative, expressed
PAC:30791499	Cre04.g217956	Cre04.g217956.t1.1	Cre04.g217956.t1.1										
PAC:30791307	Cre04.g217957	Cre04.g217957.t1.1	Cre04.g217957.t1.1										
PAC:30791344	Cre04.g217958	Cre04.g217958.t1.1	Cre04.g217958.t1.1										
PAC:30791223	Cre04.g217959	Cre04.g217959.t1.1	Cre04.g217959.t1.1	PF00702	PTHR10000 PTHR10000:SF7	EC:3.1.3.3	KOG1615	K01079	GO:0004647 GO:0006564 GO:0008152 GO:0016791	AT1G18640	3-phosphoserine phosphatase	LOC_Os11g41160	phosphoserine phosphatase, chloroplast precursor, putative, expressed
PAC:30791224	Cre04.g217959	Cre04.g217959.t2.1	Cre04.g217959.t2.1	PF00702	PTHR10000 PTHR10000:SF7	EC:3.1.3.3	KOG1615	K01079	GO:0004647 GO:0006564 GO:0008152 GO:0016791	AT1G18640	3-phosphoserine phosphatase	LOC_Os11g41160	phosphoserine phosphatase, chloroplast precursor, putative, expressed
PAC:30791000	Cre04.g217960	Cre04.g217960.t1.1	Cre04.g217960.t1.1										
PAC:30791177	Cre04.g217961	Cre04.g217961.t1.1	Cre04.g217961.t1.1	PF04937	PTHR32166				GO:0003676				
PAC:30791176	Cre04.g217961	Cre04.g217961.t2.1	Cre04.g217961.t2.1	PF04937	PTHR32166				GO:0003676				
PAC:30791259	Cre04.g217962	Cre04.g217962.t1.1	Cre04.g217962.t1.1						GO:0003676 GO:0008270				
PAC:30791517	Cre04.g217963	Cre04.g217963.t1.1	Cre04.g217963.t1.1										
PAC:30791544	Cre04.g217964	Cre04.g217964.t1.1	Cre04.g217964.t1.1										
PAC:30791128	Cre04.g217965	Cre04.g217965.t1.1	Cre04.g217965.t1.1										
PAC:30791249	Cre04.g217966	Cre04.g217966.t1.1	Cre04.g217966.t1.1		PTHR32166 PTHR32166:SF22				GO:0003676				
PAC:30791170	Cre04.g217967	Cre04.g217967.t1.1	Cre04.g217967.t1.1	PF05699	PTHR32166				GO:0003676 GO:0046983				
PAC:30791195	Cre04.g217968	Cre04.g217968.t1.1	Cre04.g217968.t1.1										
PAC:30791280	Cre04.g217969	Cre04.g217969.t1.1	Cre04.g217969.t1.1										
PAC:30791562	Cre04.g217970	Cre04.g217970.t1.1	Cre04.g217970.t1.1										
PAC:30791563	Cre04.g217970	Cre04.g217970.t2.1	Cre04.g217970.t2.1										
PAC:30791315	Cre04.g217971	Cre04.g217971.t1.1	Cre04.g217971.t1.1	PF02992									
PAC:30791316	Cre04.g217971	Cre04.g217971.t2.1	Cre04.g217971.t2.1	PF02992									
PAC:30791592	Cre04.g217972	Cre04.g217972.t1.1	Cre04.g217972.t1.1	PF00078	PTHR19446	EC:2.7.7.49			GO:0003723 GO:0003964 GO:0006278				
PAC:30791515	Cre04.g217973	Cre04.g217973.t1.1	Cre04.g217973.t1.1										
